Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
BpdlX1j1-FbOC1dWIrZv4w,2022-10-10 21:00:45.103271,Bella Blu,italian,3.5,280,967 Lexington Ave,10021,40.769207,-73.962791
megxpLA5KciBJbW-jNm2RQ,2022-10-10 21:00:45.103286,Arno Ristorante,italian,3.5,247,141 W 38th St,10018,40.7534599,-73.98842
syu8oCU9h3X9hfAE_lpADw,2022-10-10 21:00:45.103301,Terra Wine Bar,italian,3.5,410,222 W Broadway,10013,40.71928,-74.00647
MT_a_Tg3ENdxqZFQyJocgQ,2022-10-10 21:00:45.103316,Joanne Trattoria,italian,3.5,580,70 W 68th St,10023,40.774527071184984,-73.98030317398896
XyICIfSun7HWtBEUFux2PQ,2022-10-10 21:00:45.103332,Bocca Di Bacco,italian,3.5,227,169 9th Ave,10011,40.7445631,-74.0030779
Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
7jG0JgpWs4APQRflhIyhhQ,2022-10-10 21:00:46.407706,Lena’s Italian Kitchen,italian,4.5,77,1167 2nd Ave,10065,40.76228,-73.963519
b3lYtaBR1SlmH7NNDWi-vg,2022-10-10 21:00:46.407739,The Landing,italian,4.5,5,1 Pennsylvania Plz,10119,40.7511917,-73.992165
GgdR6L49eKH5drPaOYOOPQ,2022-10-10 21:00:46.407751,Pop's Pizzas,italian,4.5,122,301 West 57th St,10019,40.767086,-73.983033
oV_B5pRkcICNab7_eVoIcA,2022-10-10 21:00:46.407762,Go Nonna,italian,4.5,144,10-50 44th Dr,11101,40.74831,-73.9499
26E3j9l0XW_onVIUP-ThCw,2022-10-10 21:00:46.407772,Heidi's House By The Side Of The Road,italian,4.5,652,308 E 78th St,10075,40.772189,-73.955029
qCf1QN11Qdncpqb7PhuyVw,2022-10-10 21:00:46.407782,The Rag Trader & Bo Peep Cocktail and Highball Store,italian,4.5,674,70 W 36th St,10018,40.75059,-73.98628
qKfD10PsDKP_9B7O1_7oJQ,2022-10-10 21:00:46.407793,All'Antico Vinaio,italian,4.5,128,729 8th Ave,10036,40.7597,-73.98823
hOzPAkK92GtpGM7JOSrDYw,2022-10-10 21:00:46.407803,Amarone Ristorante,italian,4.5,175,63 Cedar Ln,07666,40.88501,-74.00896
1mp7uP6Kz_Zz4UClVfnjFQ,2022-10-10 21:00:46.407813,Testo,italian,4.5,227,141 Leonard St,11206,40.708337,-73.946965
X97pE0LRWOng1q66kjAz1g,2022-10-10 21:00:46.407823,The Independent,italian,4.5,173,147 W 40th St,10018,40.754782,-73.987377
zj8Lq1T8KIC5zwFief15jg,2022-10-10 21:00:46.407832,Prince Street Pizza,italian,4.5,4529,27 Prince St,10012,40.72308755605564,-73.99453001177575
0Tvwk0hvgaY0QVIsZGTZKQ,2022-10-10 21:00:46.407844,Antica Ristorante,italian,4.5,531,8 Stone St,10004,40.7039355145338,-74.0121731758117
X9f5HH4x3Mi7lo4ph9efvQ,2022-10-10 21:00:46.407855,Terre,italian,4.5,141,341 5th Ave,11215,40.671949831792,-73.9837719490146
0SakkRuHhECsDsZ8mRkisQ,2022-10-10 21:00:46.407865,Triangolo Restaurant,italian,4.5,517,96-01 Corona Ave,11368,40.742337,-73.867305
NGzwDLroGL4JvG81BWliNw,2022-10-10 21:00:46.407875,Armondo's Italian Restaurant,italian,4.5,67,7316 Northern Blvd,11372,40.7545652,-73.8934414
Uo7z3QSxLCxj8U44wtj2bA,2022-10-10 21:00:46.407885,Felice,italian,5,2,615 Hudson St,10014,40.73784,-74.00582
f8ipr8Wdy1_wHhw7JgNqPQ,2022-10-10 21:00:46.407895,Da Claudio,italian,4,580,21 Ann St,10038,40.71087,-74.00753
LnMRZhKtOrW1eL04FiPYTg,2022-10-10 21:00:46.407905,Senza Gluten,italian,4,657,206 Sullivan St,10012,40.7290911050589,-74.00031
Q9F2ocrmYuGt1yn3M7MOBw,2022-10-10 21:00:46.407914,Lucali,italian,4,1875,575 Henry St,11231,40.681840746711224,-74.0003327
FogLdooqSzKbmkwMGSwDiQ,2022-10-10 21:00:46.407925,Razza Pizza Artigianale,italian,4,1104,275 Grove St,07302,40.7177490485075,-74.0441924355125
zuB6VRXwj3QzTh9x-nQIRQ,2022-10-10 21:00:46.407935,Il Fiorista,italian,4,90,17 W 26th St,10010,40.744174968132405,-73.9895829
cRUuiiEW7F0uqtgSG-sKCg,2022-10-10 21:00:46.407945,Mama Maria's Restaurant,italian,4,136,307 Court St,11231,40.68356,-73.99517
HD0e3eHwv573qHZOJJitWg,2022-10-10 21:00:46.407954,Aurora Soho,italian,4,513,510 Broome St,10013,40.723543,-74.003199
8nXo6lNJlXQQIdy8Kf7J9Q,2022-10-10 21:00:46.407964,Tessa,italian,4,433,349 Amsterdam Ave,10024,40.7814059,-73.97918
urpBS_SwoSwonOtkwJ3i3A,2022-10-10 21:00:46.407973,AperiBar,italian,5,1,120 W 41st St,10036,40.75454487364027,-73.98568263216227
c6FqHGf6DL300hIYYA9XCg,2022-10-10 21:00:46.407984,Campagna Ristorante,italian,5,1,205 E 81st St,10028,40.77552,-73.95587
UjzSeETESWzramhdOdWKKQ,2022-10-10 21:00:46.407993,Tartina,italian,4,309,1034 Amsterdam Ave,10025,40.8035073,-73.9636591
y_tRUBOu3qg7lkaO2Xk1hQ,2022-10-10 21:00:46.408002,Frost Restaurant,italian,4,181,193 Frost St,11211,40.7183945,-73.9434941
ZQ8E37pWd4KBgtdcWKx5IA,2022-10-10 21:00:46.408012,Anton's,italian,4,128,570 Hudson St,10014,40.735702,-74.005761
fU22eRTnKLT2C-OFJ6eUGQ,2022-10-10 21:00:46.408021,Saraghina Pizzeria,italian,4,982,350 Lewis Ave,11233,40.6837407,-73.9353473
St8a2de1vfyCxwIySBUWbA,2022-10-10 21:00:46.408031,Graziella's,italian,4,481,232 Vanderbilt Ave,11205,40.6904563903809,-73.9696273803711
qLYloGaI-4OmLbNnr_wrGA,2022-10-10 21:00:46.408041,Castell Rooftop Lounge,italian,4,209,260 W 40th St,10018,40.75558,-73.99012
b-VbRreVGS9HQLwhYol5Xw,2022-10-10 21:00:46.408050,Don Filippo Restaurant,italian,4,187,1133 Lexington Ave,10021,40.774562,-73.958892
aI39yRQqpTd1VuKqS-lwig,2022-10-10 21:00:46.408060,Sofia,italian,4,642,36 Engle St,07631,40.894168,-73.97257
JYNBy2r3LVhJbLHE1bASfg,2022-10-10 21:00:46.408069,The Smith,italian,4,1965,1900 Broadway,10023,40.7716201269986,-73.9818377981476
7OwoncdLdUlwh6JMwSz_GQ,2022-10-10 21:00:46.408079,The Top of the Standard,italian,4,515,848 Washington St,10014,40.740828,-74.008074
uDJw4dQiySoNCBoUalW1Ww,2022-10-10 21:00:46.408089,Lincoln Ristorante,italian,4,587,142 W 65th St,10023,40.773384318631486,-73.98373135276117
k1zrPPGGMQdlHopP3MnxrQ,2022-10-10 21:00:46.408099,Storico,italian,4,212,170 Ctr Park W,10024,40.779469,-73.973975
Irw7QQBsndbB2ATXeB4pYA,2022-10-10 21:00:46.408108,Da Tommaso,italian,3.5,212,903 8th Ave,10019,40.7646068,-73.9845812
dsxgbkIKyu7x7JgpAKeZPA,2022-10-10 21:00:46.408117,Tarallucci E Vino - Upper West Side,italian,3.5,154,475 Columbus Ave,10024,40.78436,-73.9735
K9kL1ice5jlkPXcNyTus3Q,2022-10-10 21:00:46.408127,Pasta Lovers Trattoria,italian,3.5,447,142 W 49th St,10019,40.76003,-73.98291
xEdAaZTNNHRZbvzBuSjcCg,2022-10-10 21:00:46.408136,House of Lasagna,italian,3.5,181,334 Lexington Ave,10016,40.7497237,-73.9775697
0frCoaUJ_XWiz1BXiHBcwg,2022-10-10 21:00:46.408146,Ceci Italian Restaurant,italian,3.5,311,46 W 46th St,10036,40.7568271422022,-73.98112088293736
l-oj1yA5liiFEEwoi-1ELA,2022-10-10 21:00:46.408156,Bottega Restaurant,italian,3.5,156,1331 2nd Ave,10021,40.7677346,-73.9593295
-7jjZtekUluwEtXI8avVWQ,2022-10-10 21:00:46.408165,Cucina 8 1/2,italian,3.5,14,8 1/2 W 57th St,10019,40.763325643020835,-73.97452282456308
FCl5446Rovk1HRHoXpojdg,2022-10-10 21:00:46.408176,LAVO,italian,3.5,1083,39 E 58th St,10022,40.762931,-73.971433
HV5DMBmEpQ_Nu6NSekJquA,2022-10-10 21:00:46.408185,Harry's Italian,italian,3.5,272,225 Murray St,10282,40.7153762863468,-74.0139836332683
TsYrzVVtkKO4Asrk_L9stw,2022-10-10 21:00:46.408195,Parm - New York,italian,3.5,663,235 Columbus Ave,10023,40.7764333,-73.9794019
J0SZjwe0Rc-H6mzl0oByxQ,2022-10-10 21:00:46.408204,Mimi's Italian Restaurant & Piano Bar,italian,3.5,353,984 2nd Ave,10022,40.75611,-73.96728
cGqMEMQFtkB3hIGfLy2R3A,2022-10-10 21:00:46.408214,Bar Pitti,italian,3.5,1184,268 Ave Of The Americas,10014,40.729047,-74.002153
Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
gAMETn5mltwjn2QLt6bWjw,2022-10-10 21:00:47.530368,Isabella,italian,4.5,11,110 St Marks Pl,10009,40.726966,-73.984334
y8XaPw0U9WzUj8MUaW6HmA,2022-10-10 21:00:47.530445,Mikey Pomodoro,italian,4.5,16,230 Park Ave,10169,40.754804468873886,-73.97603280212049
Jnniww9fw6-hM1M7xHOISw,2022-10-10 21:00:47.530478,Fiaschetteria Pistoia,italian,4.5,29,167 7th Ave S,10014,40.7357217052629,-74.001515265385
-vBfKWJ1v9YdJQT5XUbcBQ,2022-10-10 21:00:47.530505,Le Botaniste,italian,4.5,444,833 Lexington Ave,10065,40.7649986274526,-73.9659830279587
p4TYRKQ82N5Ntb6RPdLPMg,2022-10-10 21:00:47.530531,Bruno's Ristorante,italian,4.5,290,158-22A Crossbay Blvd,11414,40.66006127265407,-73.84037893911108
7FSuPGQTUxe-A2Km_SVTNQ,2022-10-10 21:00:47.530559,Trattoria Ora,italian,4.5,60,1801 Astoria Blvd,11102,40.7724,-73.92729
ktMtLr8mp4K7IGxUgCTs6Q,2022-10-10 21:00:47.530583,Bocca di Bacco,italian,4.5,5,635 9th Ave,10036,40.76021745303923,-73.99156281784906
_eImQkZt0MlQ0jLZH2LrTQ,2022-10-10 21:00:47.530609,GP's Restaurant,italian,4.5,153,24 69th St,07093,40.79126,-74.00167
yIFI6afTRP-tBhY6WsUOPg,2022-10-10 21:00:47.530646,Popina,italian,4.5,84,127 Columbia St,11231,40.687361962701,-74.0014251909241
eODPY5rejL6CYvN4DEqwrg,2022-10-10 21:00:47.530672,Nostro Ristorante,italian,4.5,302,710 5th Ave,11215,40.660738,-73.994285
ddyYKrNWkdc5mudrmLaTvA,2022-10-10 21:00:47.530696,Flora,italian,4.5,87,1021 8th Ave,11215,40.66458,-73.9800099
rTzojTIarMjh_X7YPliySw,2022-10-10 21:00:47.530721,Zio Luigi,italian,4.5,149,42-15 Queens Blvd,11104,40.7438632,-73.9220898
EBK0OkVMBg_n_KxAU_4DZg,2022-10-10 21:00:47.530745,Double Zero,italian,4.5,591,65 2nd Ave,10003,40.7261288,-73.9896645
3Ic4C60oSH1cV2jknUXSjQ,2022-10-10 21:00:47.530769,The Flatiron Room,italian,4.5,915,37 W 26th St,10010,40.74452,-73.99049
86StyWnuGaTuY6X2e3irOg,2022-10-10 21:00:47.530793,Alice Restaurant,italian,4,90,126 W 13th St,10011,40.73710696813969,-73.99863114881475
1XK53gaHMFQIA4VW3B6k1Q,2022-10-10 21:00:47.530819,Abaita,italian,4,100,145 E 49th St,10017,40.755541483222,-73.9718742367706
0IwdwNnbro5RLLIlaxyfpQ,2022-10-10 21:00:47.530845,The Wilson NYC,italian,4,291,132 W 27th St,10001,40.74587,-73.99265
9Zv7Xu380q2rzPSLEXX0Xg,2022-10-10 21:00:47.530878,Joe's Restaurant,italian,4,243,6611 Forest Ave,11385,40.707518,-73.903177
s1Epxy3pBMBxJH32snw17w,2022-10-10 21:00:47.530910,ALIDORO,italian,4,18,601 Lexington Ave,10022,40.75878,-73.97048
NqwwyMMXIS-JnwdDQBQT9A,2022-10-10 21:00:47.530934,Bazár Tapas Bar & Restaurant,italian,4,674,31 W 26th St,10010,40.744449,-73.990068
AAQDZdKhtcX7otmOfOF9nw,2022-10-10 21:00:47.530960,Gino's Restaurant,italian,4,779,7414 5th Ave,11209,40.63,-74.02274
eVk4F9ixl89zyUHJ1G2Aiw,2022-10-10 21:00:47.530983,Luzzos La Pizza Napoletana,italian,4,1078,15 Avenue B,10009,40.721836749997586,-73.98329136062472
W1pBIFhkjJwjTe2P7o57yg,2022-10-10 21:00:47.531009,Lilly's Cocktail and Wine,italian,4,133,50 W 72nd St,10023,40.77698,-73.9785
ZSDq6s2BFnvZEU4apxXbew,2022-10-10 21:00:47.531033,Di Palma Brothers Restaurant,italian,4,136,8728 Kennedy Blvd,07047,40.808952,-74.007419
q0HBfS9eJ9AeuaWQ3Ronqw,2022-10-10 21:00:47.531057,Joe G Pizza & Restaurant,italian,4,159,244 W 56th St,10019,40.76564,-73.9830099
eTR6nfHvQzvKX7Dcd6JrfA,2022-10-10 21:00:47.531081,District Social,italian,4,720,252 W 37th St,10018,40.7535743713379,-73.9914321899414
EaAAP-gDALDL7GxcseMjBQ,2022-10-10 21:00:47.531107,The Polo Bar,italian,4,452,1 E 55th St,10022,40.76157,-73.9744
9W_dg9fvb-z8DBye2jfGiQ,2022-10-10 21:00:47.531130,Dazie's,italian,4,98,39-41 Queens Blvd,11104,40.744194,-73.924557
pP92FmGKpH5nQfaPXMfQAg,2022-10-10 21:00:47.531154,Mollusca,italian,4,45,1 Little W 12th St,10014,40.7396062,-74.005997
bjzBkF2FFMsdkCk50xseFQ,2022-10-10 21:00:47.531177,Etcetera Etcetera,italian,4,480,352 W 44th St,10036,40.75926,-73.99115
zTK8reqKrmV7U71YVHYYjg,2022-10-10 21:00:47.531201,Armani Ristorante,italian,4,270,717 5th Ave,10022,40.7618463161798,-73.9742299834671
h8XLhVVPoYPYodZqQOjRMw,2022-10-10 21:00:47.531226,Robert,italian,4,994,2 Columbus Cir,10019,40.767394,-73.982036
PQd4M3cuSgdweWgLgZIslQ,2022-10-10 21:00:47.531249,Inatteso Pizzabar,italian,4,339,28 West St,10004,40.7056571,-74.0172056
h2HPWsBX3ABNvLHbP3KzqA,2022-10-10 21:00:47.531273,La Stanza,italian,4,51,334 B Lexington Ave,10016,40.74969,-73.9775
6AWiJUeP4FINQF48az-bkQ,2022-10-10 21:00:47.531297,Pasta Eater,italian,4,181,9 E 17th St,10003,40.73765,-73.99134
elPjOCDb8WmOpaQEI-AAOw,2022-10-10 21:00:47.531319,Forno Siciliano,italian,4,102,43-19 Ditmars Blvd,11105,40.7711294255972,-73.9031770938873
cRmRAl5HHJcysKBSrHivHA,2022-10-10 21:00:47.531345,Lamano Chelsea,italian,4,117,265 W 20th St,10011,40.7433797337789,-73.9994259551167
A5MHd0GjEb4P86UsNzUnig,2022-10-10 21:00:47.531370,SESAMO - Italian Asian Restaurant Hell's Kitchen NYC,italian,4,265,764 10th Ave,10019,40.765726,-73.990678
nHMDOIX32dGbfpuNUwsLNQ,2022-10-10 21:00:47.531395,AlMar,italian,4,478,111 Front St,11201,40.702662,-73.989177
rbIrit8gZwfyEOdEOeX7jg,2022-10-10 21:00:47.531418,Orso,italian,4,191,322 W 46th St,10036,40.759994,-73.989025
GqTgQEqwf3k5JyE7DHDhjw,2022-10-10 21:00:47.531441,Numero 28 Ristorante Pizzeria Bar,italian,4,560,176 2nd Ave,10003,40.73041,-73.98595
Tias1_QRB5L-gzoSNNhOMA,2022-10-10 21:00:47.531465,Petrarca Cucina E Vino,italian,4,201,34 White St,10013,40.7189,-74.00458
jo30o65XFWmgMJS86zFiFQ,2022-10-10 21:00:47.531488,La Mela Ristorante,italian,4,841,167 Mulberry St,10013,40.719907,-73.997294
mTnrikKr52osjrp4m6u4Vg,2022-10-10 21:00:47.531512,Bloom's Tavern,italian,4,156,208 E 58th St,10022,40.7607477090562,-73.9662868218754
uMO1DfoytP6Hw5bl_z7mDQ,2022-10-10 21:00:47.531537,Cafe Michelina,italian,3.5,232,423 Bloomfield St,07030,40.74222,-74.03009
EL5Y6BSinmUte5VW4Eh54Q,2022-10-10 21:00:47.531562,Frank,italian,3.5,771,88 2nd Ave,10003,40.7268483205383,-73.9887172038649
DF7PV0DE9z0LM4ae6XYeYg,2022-10-10 21:00:47.531587,Harry's Italian,italian,3.5,624,2 Gold St,10038,40.707555318913,-74.006898168681
oexDsgqmXc9Qe3fy3uYx7g,2022-10-10 21:00:47.531622,F & J Pine Restaurant,italian,3.5,647,1913 Bronxdale Ave,10462,40.848685,-73.862069
OmB4X44Ru8gjD6qgSNlXdg,2022-10-10 21:00:47.531648,Primola Restaurant,italian,3.5,152,1226 2nd Ave,10065,40.7638675,-73.9616489
wvn-FO-tY9_iWmA_OgMvEA,2022-10-10 21:00:47.531672,Frank's Trattoria,italian,3.5,164,371 1st Ave,10010,40.73612,-73.979473
Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
cD_U5PL1tTl_igFPmr_T3A,2022-10-10 21:00:48.804913,C Di Palo,italian,5,27,151 Mott St,10013,40.71942,-73.99644
4wDWxcGMJEgriP-6ObJsqg,2022-10-10 21:00:48.804987,Jose Luis Mediterranean Cuisine,italian,5,146,186 Ave B,10009,40.727861,-73.979339
u_Cn0KcNrjzun774_dH2cw,2022-10-10 21:00:48.805022,Caffe Milano Restaurant,italian,4.5,7,2117 State Rt 4,07024,40.86019,-73.97685
eTneVbjPKdo4gD9HfkDGdA,2022-10-10 21:00:48.805032,Santa Panza,italian,4.5,212,1079 Broadway,11221,40.6947,-73.93068
SaYTVG7wHCMDBofHCgXPaA,2022-10-10 21:00:48.805038,Dutch Freds,italian,4.5,1876,307 W 47th St,10036,40.760835,-73.987823
x61Sizu7lqGPMGuKEGHo-Q,2022-10-10 21:00:48.805044,Senso Unico,italian,4.5,93,43-04 47th Ave,11104,40.7414137015591,-73.9216857927781
vRrVSB-LegwUwIxpkeRVtQ,2022-10-10 21:00:48.805055,Le Bernardin,italian,4.5,2758,155 W 51st St,10019,40.761557,-73.981763
QrwObD0lKQsrBlDZzgzewA,2022-10-10 21:00:48.805062,D'Antan|vino Naturale & cucina Italiana,italian,4.5,58,858 Bergen St,11238,40.6772982,-73.95882
Wcnig4807LHZyk8z08IeGw,2022-10-10 21:00:48.805068,Arthur Ave Fiasco,italian,4.5,131,2376 Arthur Ave,10458,40.854825,-73.887862
IbTOahV7PjkYwVDsGlfseA,2022-10-10 21:00:48.805074,Margari Pizza,italian,4.5,43,1072 2nd Ave,10022,40.758785,-73.965338
74zaTegd7fnS6llTesn_Dg,2022-10-10 21:00:48.805080,Fragole Ristorante,italian,4.5,402,394 Court St,11231,40.68087,-73.99688
D0LsGudLqLabXbhEPMkw6A,2022-10-10 21:00:48.805085,Aumm Aumm Pizzeria & Wine Bar,italian,4.5,392,7701 Broadway,07047,40.79789,-74.00231
wZkZmjZEJDraLJgAalnHvA,2022-10-10 21:00:48.805091,Pisticci,italian,4,974,125 La Salle St,10027,40.8141624,-73.960288
JL_p-OHtSEYVfoeLQQgqDA,2022-10-10 21:00:48.805097,Casellula,italian,4,937,401 W 52nd St,10019,40.76499,-73.98835
_0WFGjXuenlBixOlbSlGeQ,2022-10-10 21:00:48.805102,Crown Shy,italian,4,462,70 Pine St,10005,40.7063449,-74.0076944
3xOs6rJGDSi6T8f-XiTg7w,2022-10-10 21:00:48.805108,Serafina Cafe,italian,4,6,58th St 7th Ave,10019,40.76493,-73.98047
wOq-Jt26jnFf_rhF4r5D6w,2022-10-10 21:00:48.805114,Scampi,italian,4,320,30 W 18th St,10011,40.73902,-73.99358
WHX90qTIuHdWHWDY5g9COw,2022-10-10 21:00:48.805119,Apulia,italian,4,158,1319 Washington St,07030,40.75297,-74.02582
QbIwccP-ycbVxwSt-LySFw,2022-10-10 21:00:48.805125,Club Macanudo,italian,4,195,26 E 63rd St,10021,40.7659506265448,-73.9693435220428
YuzOnNDfRKixNJiaVy5Baw,2022-10-10 21:00:48.805131,Roberta's Pizza,italian,4,241,230 Park Ave,10169,40.754393,-73.976103
m9zYRZFubncaWsQFIfNo5g,2022-10-10 21:00:48.805136,Loulou Petit Bistro & Speakeasy,italian,4,401,176 8th Ave,10011,40.742627091934104,-74.00005776653397
3koQihtL0aIYzjJweMLDnw,2022-10-10 21:00:48.805152,Vini e Fritti,italian,4,48,30 E 30th St,10016,40.744888,-73.984227
dbCTJp9ENDVIquxBWONzWQ,2022-10-10 21:00:48.805158,Pomodoro,italian,4,135,518 9th Ave,10018,40.75624,-73.9939
rhCs1nF5KTNwx-4YeyoK3g,2022-10-10 21:00:48.805164,Bartolino's Fine Italian Pizza,italian,4,53,3411 Broadway,11106,40.7607386113415,-73.9223789038732
wp5BpfUi9Aa4T0Gk0bnhag,2022-10-10 21:00:48.805171,Altesi Downtown,italian,4,111,200 Spring St,10012,40.72511,-74.00333
oLA02lMIfgvbYquvXzkARw,2022-10-10 21:00:48.805177,Lillie's Victorian Establishment,italian,4,1510,249 W 49th St,10019,40.7614625,-73.9860519
OY70rYTi8Qtmb89IWRUOaQ,2022-10-10 21:00:48.805183,Ponti Rossi,italian,4,18,,11222,40.7299690246582,-73.9524078369141
U8Ljrx-w5otdMZNFhw5piw,2022-10-10 21:00:48.805189,La Villa,italian,4,572,261 5th Ave,11215,40.6743319055498,-73.9816949398812
MH08_pIRKsUSwfkVYxUE7w,2022-10-10 21:00:48.805195,Vinatería,italian,4,581,2211 Frederick Douglass Blvd,10026,40.80668,-73.95395
rJ9V5bMbP_e9ABaTkPjAbA,2022-10-10 21:00:48.805218,Coco Pazzeria,italian,4,58,1078 First Ave.,10022,40.7557292,-73.9645808
j6fSechU9HxzbnK-kjQx1Q,2022-10-10 21:00:48.805224,San Matteo Pizza and Espresso Bar,italian,4,548,1739 2nd Ave,10128,40.7804,-73.95012
MdFV5IBcX-Ni6I4Zy1EqIw,2022-10-10 21:00:48.805229,Marlow Bistro,italian,4,333,1018 Amsterdam Ave,10025,40.8028109023738,-73.9641991912535
vGS5X12NYXCl8NpynlxRuw,2022-10-10 21:00:48.805235,Oscar Wilde,italian,4,1003,45 W 27th St,10001,40.74514,-73.9900399
vLaaNR3rTeSFEZe_nn43BA,2022-10-10 21:00:48.805241,Motorino Pizzeria Napoletana,italian,3.5,261,139 Broadway,11211,40.7104799,-73.96351
CBsNd6iuSyiSMPw2pOzRHw,2022-10-10 21:00:48.805247,Bar Italia Madison,italian,3.5,160,768 Madison Ave,10065,40.76789,-73.96847
ZlwjT-jygnYqM5qDE0CuLQ,2022-10-10 21:00:48.805253,Gigino Trattoria,italian,3.5,265,323 Greenwich St,10013,40.71726,-74.01055
XcfZqLrXdABSZLViQ34VTw,2022-10-10 21:00:48.805274,Chelsea Ristorante,italian,3.5,211,108 8th Ave,10011,40.7405719,-74.0017238
KpBfFpjzsGvvqAzCasVW0g,2022-10-10 21:00:48.805281,Extra Virgin,italian,3.5,1353,259 W 4th St,10014,40.7353962496717,-74.0031888223197
I8wk0uwL6R0RhSprSlPvNw,2022-10-10 21:00:48.805288,Roman Nose,italian,3.5,789,125 Newark Ave,07302,40.7200279,-74.0433197
F-eRrDik2KK0sNjpGiNbAg,2022-10-10 21:00:48.805294,Trattoria iL Gusto Wine Bar,italian,3.5,73,625 Columbus Ave,10024,40.78923,-73.9698499
jMdziYLNYGDCegkFQ4lTQA,2022-10-10 21:00:48.805300,Serafina Tribeca,italian,3.5,202,95 W Broadway,10007,40.71566,-74.0089
mOoZZa6WIsgihc_TqyQcXw,2022-10-10 21:00:48.805305,Tarallucci E Vino -Union Square,italian,3.5,401,15 E 18th St,10003,40.7381367771909,-73.9907283558044
GVOjDvKHLoo21n3Uip1ETg,2022-10-10 21:00:48.805312,Leo's Grandevous,italian,3.5,347,200 Grand St,07030,40.73984,-74.036244
8dKgnx7EVuVVO6D40LTwjw,2022-10-10 21:00:48.805334,Vino e Grano at Eataly NYC Downtown,italian,3.5,16,101 Liberty St,10006,40.7096522,-74.0112896
-N6-sc197tFWCEf4aWyTbQ,2022-10-10 21:00:48.805351,Serafina Express,italian,4,4,30 Broad St,10004,40.706272,-74.011651
i3IK1tCkwyXRx7VU1edlMQ,2022-10-10 21:00:48.805358,Cucina Saporito ,italian,3.5,274,328 Washington St,07030,40.74109204832983,-74.030152
2F-7XCoPS1mbdy9ioqWuqw,2022-10-10 21:00:48.805364,Serafina,italian,3.5,119,2737 Broadway,10025,40.80043,-73.96828
HcO6Axp1p4udN9jhUerGXg,2022-10-10 21:00:48.805371,Spritz,italian,3.5,38,30 W 30th St,10001,40.74651424113382,-73.98800203612996
YmUKLOG4sTAShvyURuq2zw,2022-10-10 21:00:48.805377,Trattoria Bianca,italian,3.5,159,481 8th Ave,10001,40.752702,-73.993694
TcSy5I5xHKDK0Uf5_cLOew,2022-10-10 21:00:48.805383,Cotto,italian,3.5,16,112 W 25th St,10001,40.74434072498067,-73.9926957
Business ID,insertedAtTimestamp,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude
RfxOtJ4SQmEeVX_XjFLWUQ,2022-10-10 21:00:49.909855,Otis,italian,5,456,18 Harrison Pl,11206,40.706011,-73.932598
qgY41g_eg0eNzewCXmKcaA,2022-10-10 21:00:49.909908,Lillo Cucina Italiana,italian,5,189,331 Henry St,11201,40.69023,-73.99634
HbCyzokiA19bEWUp6mga_g,2022-10-10 21:00:49.909926,bibi,italian,4.5,208,211 E 4th St,10009,40.723937,-73.983519
afbl_jCNpomzJiDBdomb6g,2022-10-10 21:00:49.909948,Oceans New York,italian,4.5,156,233 Park Ave S,10003,40.737408,-73.987887
yzOew6wou7fu51dyn6pNeQ,2022-10-10 21:00:49.909965,Macosa Trattoria,italian,4.5,39,310 Tompkins Ave,11216,40.6872641,-73.9449562
Ntia3g3RhsV9g-yHWsS0og,2022-10-10 21:00:49.909982,Fontana Tritone,italian,4.5,67,248 Fort Lee Rd,07605,40.8618199,-73.9883783
8qT2fQh1qVhCVtAODADwRw,2022-10-10 21:00:49.909999,I Gemelli Ristorante,italian,4.5,229,268 Huyler St,07606,40.87057,-74.04861
gls8Eii-vgwKScOCNQWz9w,2022-10-10 21:00:49.910057,Cafetal Social Club,italian,4.5,147,285 Mott St,10012,40.724308,-73.994457
g0ofwNfcNf5XLzdOtZYm_A,2022-10-10 21:00:49.910087,Matthew's Italian Restaurant,italian,4.5,533,1131 Bloomfield Ave,07012,40.8390353933391,-74.1616866576499
MHbxF-ZS918-ZoXKQPBEyg,2022-10-10 21:00:49.910107,Sotto Le Stelle,italian,4.5,334,4407 Queens Blvd,11104,40.743656,-73.9201782
xzN2k19JXDYjOWAhNw62aw,2022-10-10 21:00:49.910124,Adoro Lei,italian,4.5,350,287 Hudson St,10013,40.725612,-74.007916
5V4cUVikPN8ALWXBVdjltw,2022-10-10 21:00:49.910142,Mariella,italian,4.5,368,492 6th Ave,11215,40.6662419,-73.985749
8XHbZIKDQbXhyKIGiukVeQ,2022-10-10 21:00:49.910158,Boucherie Union Square,italian,4.5,1193,225 Park Ave S,10003,40.73725824850519,-73.9882252705524
ysqgdbSrezXgVwER2kQWKA,2022-10-10 21:00:49.910176,Juliana's,italian,4.5,2535,19 Old Fulton St,11201,40.70274718768062,-73.99343490196397
